number,rank,title,recruitment,recruitment_bin,postedresults,resultsarrived_bin,conditions,intervention.merge,phase2,enrollment,gender,fund_source_grp,interventionmodel,randomized,purpose,yearreceived,yearstart,primarylength,intervention.model,phase,masking,testing,masking2,enrollment.log,enrollment.log.cut
1935,2260,ramucirumab plus irinotecan for previously treated advanced gastric or gastro-esophageal junction adenocarcinoma,Recruiting,2,0,0,Gastric Adenocarcinoma|Gastro-esophageal Junction Adenocarcinoma,drug or biologic,Early,40,All,Industry&Combos,0,NA,0,2017,2017,2067,0,Phase 2,1,NA,1,3.6888794541139363,"(3,4]"
2174,2631,nitrite infusion in islet cell transplantation,Terminated,5,1,1,Diabetes,drug or biologic,Early,4,All,AllOther,1,0,0,2018,2017,781,1,Phase 2,2,NA,2,1.3862943611198906,"(1,2]"
2959,3968,dose-ranging phase 2b study of abx464 in moderate to severe ulcerative colitis,"Active, not recruiting",1,0,0,Ulcerative Colitis,drug or biologic,Early,254,All,Industry&Combos,1,0,0,2018,2019,704,1,Phase 2,4,NA,2,5.537334267018537,"(5,6]"
757,793,"pembrolizumab and palliative radiation therapy in treating patients with metastatic esophagus, stomach, or gastroesophageal junction cancer","Active, not recruiting",1,0,0,Gastric Adenocarcinoma|Gastric Squamous Cell Carcinoma|Gastroesophageal Junction Adenocarcinoma|Metastatic Malignant Neoplasm in the Stomach|Stage IV Esophageal Adenocarcinoma AJCC v7|Stage IV Esophageal Squamous Cell Carcinoma AJCC v7,drug or biologic,Early,14,All,NIH&Combos,0,NA,0,2016,2016,1933,0,Phase 2,1,NA,1,2.6390573296152584,"(2,3]"
3107,4216,regorafenib in treating patients with locally advanced cancer of the esophagus or gastroesophageal junction who have completed chemoradiation therapy and surgery,Terminated,5,1,1,Adenocarcinoma of the Gastroesophageal Junction|Stage IIB Esophageal Adenocarcinoma|Stage IIIA Esophageal Adenocarcinoma|Stage IIIB Esophageal Adenocarcinoma|Stage IIIC Esophageal Adenocarcinoma,drug or biologic,Early,3,All,NIH&Combos,1,0,0,2014,2014,646,1,Phase 2,2,NA,2,1.0986122886681098,"(1,2]"
1571,1714,"a phase ii, international open label trial of minnelideâ„¢ in patients with refractory pancreatic cancer",Completed,4,0,0,Pancreatic Cancer,drug or biologic,Early,19,All,Industry&Combos,0,NA,0,2017,2017,812,0,Phase 2,1,NA,1,2.9444389791664403,"(2,3]"
1697,1878,"viral kinetics, interferon stimulated genes (isgs) and mirrna among subjects infected with different hepatitis c virus genotypes during therapy with sofosbuvir and gs-5816",Completed,4,1,1,Chronic Hepatitis C,drug or biologic,Early,72,All,NIH&Combos,0,NA,0,2015,2015,1193,0,Phase 2,1,NA,1,4.276666119016055,"(4,5]"
3785,6581,trial to evaluate safety and efficacy of treatment of physician choice (tpc) following first-line treatment of lenvatinib in subjects with unresectable hepatocellular carcinoma (uhcc),Terminated,5,1,1,"Carcinoma, Hepatocellular",drug or biologic,Early,8,All,Industry&Combos,0,NA,0,2018,2018,256,0,Phase 2,1,safety/efficacy,1,2.0794415416798357,"(2,3]"
3426,5207,"emricasan, a caspase inhibitor, for treatment of subjects with decompensated nash cirrhosis",Unknown status,8,0,0,Decompensated Cirrhosis,drug or biologic,Early,210,All,Industry&Combos,1,0,0,2017,2017,764,1,Phase 2,3,NA,2,5.3471075307174685,"(5,6]"
1988,2339,evaluation of a new eus guided biopsy needle (sharkcore) comparing to standard eus needle (procore),Withdrawn,7,0,0,Mesenchymal Tumor|Autoimmune Pancreatitis|Lymphoma|Solid Tumors,device,Others,NA,All,AllOther,1,0,2,2016,2016,306,1,Others,1,NA,1,NA,NA
1476,1592,"computed tomography perfusion imaging in predicting outcomes in patients with ovarian, fallopian tube, or primary peritoneal cancer receiving bevacizumab","Active, not recruiting",1,0,0,Recurrent Fallopian Tube Carcinoma|Recurrent Ovarian Carcinoma|Recurrent Primary Peritoneal Carcinoma,other,Others,186,Female,NIH&Combos,0,NA,2,2018,2018,776,0,Others,1,NA,1,5.225746673713202,"(5,6]"
101,101,"nivolumab (anti-pd1), tadalafil and oral vancomycin in people with refractory primary hepatocellular carcinoma or liver dominant metastatic cancer from colorectal or pancreatic cancers",Recruiting,2,0,0,Heptocellular Carcinoma|Heptocellular Cancer|Metastatic Pancreatic Cancer|Metastatic Colorectal Cancer|Liver Metastasis,drug or biologic,Early,27,All,NIH&Combos,0,NA,0,2018,2019,1305,0,Phase 2,1,NA,1,3.295836866004329,"(3,4]"
700,733,mtt for children with both pitt hopkins syndrome and gastrointestinal disorders,Recruiting,2,0,0,Pitt Hopkins Syndrome,other,Others,10,All,AllOther,1,0,0,2019,2019,864,1,Others,4,NA,2,2.302585092994046,"(2,3]"
488,506,study of mutation-targeted therapy with sunitinib or everolimus in people with advanced low- or intermediate-grade neuroendocrine tumors of the gastrointestinal tract and pancreas with or without cytoreductive surgery,Terminated,5,1,1,"Neuroendocrine Tumors|Neuroendocrine Carcinoma|Neuroendocrine Neoplasms|Carcinoma, Neuroendocrine|Neuroendocrine Tumors of the Gastrointestinal Tract and Pancreas",drug or biologic,Early,16,All,NIH&Combos,3,1,0,2014,2015,1505,3,Phase 2,0,NA,0,2.772588722239781,"(2,3]"
2966,3979,trial evaluating 3-year disease free survival in patients with locally advanced rectal cancer treated with chemoradiation plus induction or consolidation chemotherapy and total mesorectal excision or non-operative management,"Active, not recruiting",1,0,0,Rectal Cancer,drug or biologic,Early,358,All,Industry&Combos,1,0,0,2013,2013,2922,1,Phase 2,0,NA,0,5.8805329864007,"(5,6]"
3275,4615,an investigational study of experimental medication bms-986165 in participants with moderate to severe crohn's disease,Recruiting,2,0,0,Granulomatous Colitis|Crohn's Disease|Crohn's Enteritis|Granulomatous Enteritis,drug or biologic,Early,240,All,Industry&Combos,1,0,0,2018,2018,1393,1,Phase 2,4,NA,2,5.480638923341991,"(5,6]"
2784,3739,seladelpar (mbx-8025) in subjects with primary biliary cholangitis (pbc),Completed,4,0,0,Primary Biliary Cirrhosis,drug or biologic,Early,119,All,Industry&Combos,1,0,0,2016,2016,648,1,Phase 2,0,NA,0,4.77912349311153,"(4,5]"
3306,4700,rifaximin in patients with diabetic gastroparesis,Recruiting,2,0,0,Crohn Disease|Diabetic Gastroparesis,drug or biologic,Early,40,All,AllOther,1,0,0,2020,2019,823,1,Phase 2,2,NA,2,3.6888794541139363,"(3,4]"
833,872,a phase 2 trial of high-dose ascorbate for pancreatic cancer (pacman 2.1),Recruiting,2,0,0,"Pancreatic Neoplasms|Cancer of Pancreas|Cancer of the Pancreas|Neoplasms, Pancreatic|Pancreas Cancer|Pancreas Neoplasms|Adenocarcinoma",drug or biologic,Early,65,All,IndustryNIHPartnership,1,0,0,2016,2018,2590,1,Phase 2,1,NA,1,4.174387269895637,"(4,5]"
2940,3942,bi 655130 long-term treatment in patients with moderate-to severe ulcerative colitis,"Active, not recruiting",1,0,0,"Colitis, Ulcerative",drug or biologic,Early,79,All,Industry&Combos,0,NA,0,2018,2018,3123,0,Phase 2,1,NA,1,4.3694478524670215,"(4,5]"
756,792,movantik for opioid-related esophageal disorders,Terminated,5,0,0,Opioid-Induced Disorders|Esophagus Disorder,drug or biologic,Early,2,All,Industry&Combos,1,0,0,2016,2017,638,1,Phase 2,4,NA,2,0.6931471805599453,"(0,1]"
4162,9140,elbasvir (ebr)/grazoprevir (gzr) in pediatric participants with chronic hepatitis c infection (mk-5172-079),Completed,4,1,1,HCV Infection,drug or biologic,Early,57,All,Industry&Combos,0,NA,0,2017,2018,641,0,Phase 2,1,NA,1,4.04305126783455,"(4,5]"
3494,5298,a phase ii study of ziv-aflibercept in combination with capecitabine/oxaliplatin (xelox) chemotherapy in the front-line treatment of patients with metastatic colorectal cancer,Withdrawn,7,0,0,Metastatic Colorectal Cancer,drug or biologic,Early,NA,All,Industry&Combos,1,1,0,2014,2014,1461,1,Phase 2,0,NA,0,NA,NA
4155,9064,ser-109 versus placebo to prevent recurrent clostridium difficile infection (rcdi),Completed,4,1,1,Clostridium Difficile,drug or biologic,Early,89,All,Industry&Combos,1,0,1,2015,2015,427,1,Phase 2,4,NA,2,4.48863636973214,"(4,5]"
3545,5427,"evaluation of efficacy and safety of brazikumab (medi2070) in participants with active, moderate to severe crohn's disease",Terminated,5,1,1,Crohn's Disease,drug or biologic,Early,29,All,Industry&Combos,1,0,0,2015,2016,570,1,Phase 2,4,safety/efficacy,2,3.367295829986474,"(3,4]"
1871,2161,study of colorectal cancer patients (stage iiic) with either regorafenib or standard of care (no treatment) after adjuvant folfox,Terminated,5,0,0,Colorectal Neoplasms|Adenocarcinoma of the Colon|Adenocarcinoma of the Rectum,drug or biologic,Early,24,All,Industry&Combos,1,0,0,2015,2015,910,1,Phase 2,0,NA,0,3.1780538303479458,"(3,4]"
1984,2335,pembrolizumab in metastatic anal cancer,Recruiting,2,0,0,Anal Cancer,drug or biologic,Early,32,All,Industry&Combos,0,NA,0,2016,2016,1967,0,Phase 2,1,NA,1,3.4657359027997265,"(3,4]"
1212,1290,a study of durvalumab in patients with br pda following neoadjuvant therapy and successful surgical resection,Withdrawn,7,0,0,Pancreatic Cancer,drug or biologic,Early,NA,All,Industry&Combos,1,0,0,2017,2017,658,1,Phase 2,0,NA,0,NA,NA
1231,1309,secretin for acute pancreatitis,Unknown status,8,0,0,"Pancreatitis, Acute",drug or biologic,Early,40,All,Industry&Combos,1,1,0,2018,2018,365,1,Phase 2,0,NA,0,3.6888794541139363,"(3,4]"
3931,7323,study of durvalumab and tremelimumab after radiation for microsatellite stable metastatic colorectal cancer progressing on chemotherapy,Completed,4,0,0,Colorectal Cancer Metastatic,drug or biologic,Early,33,All,AllOther,0,NA,0,2017,2017,626,0,Phase 2,1,NA,1,3.4965075614664802,"(3,4]"
1532,1664,"tivozanib in recurrent, platinum-resistant ovarian, fallopian tube or primary peritoneal cancer","Active, not recruiting",1,1,1,Recurrent Epithelial Ovarian Cancer|Recurrent Fallopian Tube Cancer|Recurrent Primary Peritoneal Cancer,drug or biologic,Early,31,Female,AllOther,0,NA,0,2013,2013,1944,0,Phase 2,1,NA,1,3.4339872044851463,"(3,4]"
3536,5400,saroglitazar magnesium in the treatment of non-alcoholic steatohepatitis,Completed,4,0,0,Non Alcoholic Steatohepatitis,drug or biologic,Early,16,All,Industry&Combos,1,0,0,2019,2019,386,1,Phase 2,3,NA,2,2.772588722239781,"(2,3]"
3759,6480,safety and efficacy of voxilaprevir plus sofosbuvir/velpatasvir fixed dose combination in adults with chronic genotype 1 hcv infection,Completed,4,1,1,Hepatitis C Virus Infection,drug or biologic,Early,205,All,Industry&Combos,NA,1,0,2015,2015,349,NA,Phase 2,0,safety/efficacy,0,5.3230099791384085,"(5,6]"
3231,4533,effect of lik066 on reduction of fatty content in livers of obese patients,Completed,4,1,1,Obese Patients With Non-alcoholic Steatohepatitis (NASH),drug or biologic,Early,107,All,Industry&Combos,1,0,0,2017,2017,768,1,Phase 2,3,NA,2,4.672828834461906,"(4,5]"
1372,1470,budesonide for liver transplant immune suppression,Completed,4,0,0,Acute Cellular Graft Rejection|New Onset Diabetes After Transplant,drug or biologic,Early,40,All,AllOther,0,NA,0,2017,2017,917,0,Phase 2,1,NA,1,3.6888794541139363,"(3,4]"
2776,3727,trametinib or combination chemotherapy in treating patients with refractory or advanced biliary or gallbladder cancer or that cannot be removed by surgery,Completed,4,1,1,Adult Cholangiocarcinoma|Advanced Adult Hepatocellular Carcinoma|BCLC Stage C Adult Hepatocellular Carcinoma|BCLC Stage D Adult Hepatocellular Carcinoma|Hilar Cholangiocarcinoma|Localized Non-Resectable Adult Liver Carcinoma|Recurrent Adult Liver Carcinoma|Recurrent Childhood Liver Cancer|Recurrent Extrahepatic Bile Duct Carcinoma|Recurrent Gallbladder Carcinoma|Stage II Gallbladder Cancer|Stage III Childhood Hepatocellular Carcinoma|Stage IIIA Gallbladder Cancer|Stage IIIB Gallbladder Cancer|Stage IV Childhood Hepatocellular Carcinoma|Stage IV Distal Bile Duct Cancer|Stage IVA Gallbladder Cancer|Stage IVB Gallbladder Cancer|Unresectable Extrahepatic Bile Duct Carcinoma,drug or biologic,Early,53,All,NIH&Combos,1,0,0,2014,2014,1065,1,Phase 2,0,NA,0,3.970291913552122,"(3,4]"
3363,4919,efficacy and safety of td-1473 in crohn's disease,Recruiting,2,0,0,Crohn's Disease,drug or biologic,Early,160,All,Industry&Combos,1,0,0,2018,2018,986,1,Phase 2,4,safety/efficacy,2,5.075173815233827,"(5,6]"
3758,6479,safety and efficacy of voxilaprevir plus sofosbuvir/velpatasvir fixed dose combination in adults with chronic non-genotype 1 hcv infection,Completed,4,1,1,Hepatitis C Virus Infection,drug or biologic,Early,128,All,Industry&Combos,NA,1,0,2015,2015,217,NA,Phase 2,0,safety/efficacy,0,4.852030263919617,"(4,5]"
3015,4049,treatment of ipf with laparoscopic anti-reflux surgery,Unknown status,8,0,0,Idiopathic Pulmonary Fibrosis|Gastroesophageal Reflux,procedure,Others,58,All,NIH&Combos,1,0,0,2013,2013,1431,1,Others,0,NA,0,4.060443010546419,"(4,5]"
1898,2203,use of trifluridine/tipiracil and oxaliplatin as induction chemotherapy for the treatment of resectable esophageal or gastroesophageal junction (gej) adenocarcinoma,Recruiting,2,0,0,Clinical Stage IIA Esophageal Adenocarcinoma AJCC v8|Clinical Stage IIA Gastroesophageal Junction Adenocarcinoma AJCC v8|Clinical Stage III Esophageal Adenocarcinoma AJCC v8|Clinical Stage III Gastroesophageal Junction Adenocarcinoma AJCC v8|Clinical Stage IVA Esophageal Adenocarcinoma AJCC v8|Clinical Stage IVA Gastroesophageal Junction Adenocarcinoma AJCC v8|Pathologic Stage IIB Esophageal Adenocarcinoma AJCC v8|Pathologic Stage IIB Gastroesophageal Junction Adenocarcinoma AJCC v8|Pathologic Stage III Esophageal Adenocarcinoma AJCC v8|Pathologic Stage III Gastroesophageal Junction Adenocarcinoma AJCC v8|Pathologic Stage IIIA Esophageal Adenocarcinoma AJCC v8|Pathologic Stage IIIA Gastroesophageal Junction Adenocarcinoma AJCC v8|Pathologic Stage IIIB Esophageal Adenocarcinoma AJCC v8|Pathologic Stage IIIB Gastroesophageal Junction Adenocarcinoma AJCC v8|Pathologic Stage IVA Esophageal Adenocarcinoma AJCC v8|Pathologic Stage IVA Gastroesophageal Junction Adenocarcinoma AJCC v8,drug or biologic,Early,45,All,AllOther,0,NA,0,2019,2019,1096,0,Phase 2,1,NA,1,3.8066624897703196,"(3,4]"
3422,5195,jkb-121 for the treatment of nonalcoholic steatohepatitis,Completed,4,1,1,Nonalcoholic Steatohepatitis,drug or biologic,Early,65,All,AllOther,1,0,0,2015,2015,785,1,Phase 2,4,NA,2,4.174387269895637,"(4,5]"
612,638,cetuximab-irdye 800cw and intraoperative imaging in finding pancreatic cancer in patients undergoing surgery,Terminated,5,1,1,Pancreatic Adenocarcinoma,drug or biologic,Early,8,All,NIH&Combos,1,1,2,2016,2016,297,1,Phase 2,0,NA,0,2.0794415416798357,"(2,3]"
2711,3635,pegph20 plus nab-paclitaxel plus gemcitabine compared with nab-paclitaxel plus gemcitabine in participants with stage iv untreated pancreatic cancer,Completed,4,1,1,Metastatic Pancreatic Cancer,drug or biologic,Early,279,All,Industry&Combos,1,0,0,2013,2013,1813,1,Phase 2,0,NA,0,5.631211781821365,"(5,6]"
4132,8970,"a study of durvalumab or tremelimumab monotherapy, or durvalumab in combination with tremelimumab or bevacizumab in advanced hepatocellular carcinoma","Active, not recruiting",1,0,0,Hepatocellular Carcinoma,drug or biologic,Early,433,All,Industry&Combos,1,0,0,2015,2015,1845,1,Phase 2,0,NA,0,6.07073772800249,"(6,7]"
1844,2108,a study of durvalumab (medi4736) in esophageal cancer,"Active, not recruiting",1,0,0,Esophageal Cancer,drug or biologic,Early,39,All,Industry&Combos,0,NA,0,2015,2016,1710,0,Phase 2,1,NA,1,3.6635616461296463,"(3,4]"
4142,9020,microbiota restoration therapy for recurrent clostridium difficile-associated diarrhea,Completed,4,1,1,Recurrent Clostridium Difficile Infection,drug or biologic,Early,34,All,Industry&Combos,0,NA,0,2013,2013,212,0,Phase 2,1,NA,1,3.5263605246161616,"(3,4]"
2544,3418,"folfox-a in the treatment of metastatic or advanced unresectable gastric, gastro-esophageal junction adenocarcinoma",Recruiting,2,0,0,Gastro-Esophageal Junction Adenocarcinoma|Gastric Cancer,drug or biologic,Early,39,All,Industry&Combos,0,NA,0,2017,2017,1410,0,Phase 2,1,NA,1,3.6635616461296463,"(3,4]"
770,807,epacadostat and pembrolizumab in treating patients with metastatic or unresectable gastroesophageal junction or gastric cancer,Completed,4,1,1,Gastric Adenocarcinoma|Gastroesophageal Junction Adenocarcinoma|Recurrent Esophageal Carcinoma|Recurrent Gastric Carcinoma|Stage IV Esophageal Cancer AJCC v7|Stage IV Gastric Cancer AJCC v7|Unresectable Esophageal Carcinoma,drug or biologic,Early,3,All,Industry&Combos,0,NA,0,2017,2017,258,0,Phase 2,1,NA,1,1.0986122886681098,"(1,2]"
1475,1591,liver surgery and chemotherapy in treating patients with colorectal cancer with liver metastases that can be removed by surgery and lung metastases that cannot be removed by surgery,Recruiting,2,0,0,Metastatic Colorectal Carcinoma|Metastatic Malignant Neoplasm in the Liver|Metastatic Malignant Neoplasm in the Lung|Recurrent Colorectal Carcinoma|Resectable Colorectal Carcinoma|Stage IV Colorectal Cancer AJCC v7|Stage IVA Colorectal Cancer AJCC v7|Stage IVB Colorectal Cancer AJCC v7,drug or biologic,Early,80,All,NIH&Combos,1,0,0,2016,2016,2167,1,Phase 2,0,NA,0,4.382026634673881,"(4,5]"
2122,2541,a phase ii study of nivolumab/ bevacizumab/rucaparib,Recruiting,2,0,0,Peritoneal Cancer|Ovarian Cancer|Fallopian Tube Cancer,drug or biologic,Early,76,Female,Industry&Combos,NA,1,0,2016,2016,1847,NA,Phase 2,0,NA,0,4.330733340286331,"(4,5]"
963,1014,combination chemotherapy with or without oregovomab followed by stereotactic body radiation therapy and nelfinavir mesylate in treating patients with locally advanced pancreatic cancer,Completed,4,1,1,Pancreatic Adenocarcinoma|Resectable Pancreatic Carcinoma|Stage I Pancreatic Cancer|Stage IA Pancreatic Cancer|Stage IB Pancreatic Cancer|Stage II Pancreatic Cancer|Stage IIA Pancreatic Cancer|Stage IIB Pancreatic Cancer|Stage III Pancreatic Cancer,drug or biologic,Early,11,All,NIH&Combos,0,NA,0,2013,2013,1673,0,Phase 2,1,NA,1,2.3978952727983707,"(2,3]"
2876,3855,"safety, efficacy, and tolerability study of pf-06480605 in subjects with moderate to severe ulcerative colitis.",Completed,4,1,1,"Colitis, Ulcerative",drug or biologic,Early,50,All,Industry&Combos,NA,NA,0,2016,2016,582,NA,Phase 2,0,safety/efficacy,0,3.912023005428146,"(3,4]"
3775,6534,naloxegol in cancer opioid-induced constipation,Terminated,5,1,1,Constipation,drug or biologic,Early,7,All,Industry&Combos,3,0,0,2016,2016,417,3,Phase 2,0,NA,0,1.9459101490553132,"(1,2]"
2385,3062,trial of obeticholic acid in patients with moderately severe alcoholic hepatitis (ah),Terminated,5,1,1,Alcoholic Hepatitis,drug or biologic,Early,19,All,IndustryNIHPartnership,1,0,0,2014,2014,1000,1,Phase 2,4,NA,2,2.9444389791664403,"(2,3]"
729,763,a randomized phase ii/genomic trial of two chemotherapy regimens in patients with resected pancreatic adenocarcinoma,Completed,4,1,1,Pancreatic Adenocarcinoma,drug or biologic,Early,32,All,AllOther,1,0,0,2013,2013,1461,1,Phase 2,0,NA,0,3.4657359027997265,"(3,4]"
3877,7145,"a phase ii, randomized, controlled trial of nivolumab in combination with bms-986253 or cabiralizumab in advanced hepatocellular carcinoma (hcc) patients",Recruiting,2,0,0,Hepatocellular Carcinoma,drug or biologic,Early,74,All,AllOther,1,0,0,2019,2019,1058,1,Phase 2,0,NA,0,4.30406509320417,"(4,5]"
